,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,trueAnomadj,flightpath,distanceAt,cartX,cartY
585,INMARSAT 5 F2,United Kingdom,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,305.0,35784,35789,5.93e-05,0.03,1436.0,6105.0,3360.0,13000.0,2015-02-01,15.0,Boeing,USA,Baikonur Cosmodrome,Proton M,2015-005A,40384,,2015,2,1,,5.323254218582705,42160,42155,84315,42157.5,5,84314.99985174643,42157.49992587321,7.293846042816265e-05,86143.65137810822,86160.0,72982.81575089725,239.28792049474504,72982.81575089724,5.323254218582703,2.5,5.323205641214211,0.9600282441599333,1.9200564883198665,4.857736848227437e-05,35785.06619294702,-14426.411573072408,39612.28912668661
586,INMARSAT 5 F3,NR (12/15),United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,180.0,35780,35780,0.0,0.0,1436.1,6100.0,,15000.0,2015-08-28,15.0,Boeing,USA,Baikonur Cosmodrome,Proton M,2015-042A,40882,Part of Global Xpress segment.,2015,8,28,,3.141592653589793,42151,42151,84302,42151.0,0,84302.0,42151.0,7.295533256416498e-05,86123.72922367886,86166.0,43061.86461183943,239.23258117688573,43061.86461183943,3.1415926535897927,0.0,3.1415926535897927,3.141592653589793,6.283185307179586,0.0,35780.0,42151.0,-1.0324017446172017e-11
587,INSAT 3A ,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,93.53,35780,35793,0.000154,0.0,1436.1,2950.0,1348.0,3100.0,2003-04-09,12.0,ISRO Satellite Center,India,Guiana Space Center,Ariane 5,2003-013A,27714,12 C-band 6 extended C-band 6 Ku-band for voice video and data transmission to West Asia East Asia India; augment present INSAT capacity for communication and meteorological services.,2003,4,9,(Indian National Satellite),1.6324064493902966,42164,42151,84315,42157.5,13,84314.99899780584,42157.49949890292,7.293846042816265e-05,86143.65137810822,86166.0,22380.59920387351,239.28792049474504,22380.599203873502,1.6324064493902959,6.5,1.6325601557481446,1.6327138613742553,3.2654277227485107,0.00015370635664502784,35786.900731630696,-41834.66762027941,-5207.244060550808
588,INSAT 3C ,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,74.08,35764,35809,0.000534,0.04,1436.1,2750.0,1050.0,3200.0,2002-01-23,12.0,ISRO Satellite Center,India,Guiana Space Center,Ariane 4,2002-002A,27298,Voice video and digital data services to India and neighboring countries.,2002,1,23,(Indian National Satellite),1.2929399098773993,42180,42135,84315,42157.5,45,84314.98799145974,42157.49399572987,7.293846042816265e-05,86143.65137810822,86166.0,17726.449150250715,239.28792049474504,17726.44915025071,1.292939909877399,22.5,1.2934535038669943,1.2939671353631432,2.5879342707262865,0.0005135939499331935,35780.33616355588,-35859.44906054534,22166.519333491386
589,INSAT 3D ,India,India,Indian Space Research Organization (ISRO),Government,Earth Observation,Meteorology,GEO,,82.0,35782,35791,0.00010700000000000001,0.24,1436.09,2090.0,,,2013-07-25,,ISRO Satellite Center,India,Guiana Space Center,Ariane 5 ECA,2013-038B,39216,Advanced meteorological payloads plus a Data Relay Transponder and a Satellite Aided Search & Rescue payload,2013,7,25,(Indian National Satellite),1.4311699866353502,42162,42153,84315,42157.5,9,84314.99951965842,42157.49975982921,7.293846042816265e-05,86143.65137810822,86165.4,19621.609480569095,239.28792049474504,19621.609480569092,1.4311699866353498,4.5,1.4312759468966147,1.4313819079458547,2.8627638158917095,0.0001059602608800668,35785.87268399265,-40529.31143474206,11603.004754877858
590,INSAT 4A ,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,83.08,35777,35796,0.000225,0.03,1436.1,3100.0,,5500.0,2005-12-21,12.0,ISRO Satellite Center,India,Guiana Space Center,Ariane 5G,2005-049A,28911,12 Ku-band 12 C-band transponders for data and TV services.,2005,12,21,(Indian National Satellite),1.450019542556889,42167,42148,84315,42157.5,19,84314.99785921838,42157.49892960919,7.293846042816265e-05,86143.65137810822,86166.0,19880.04043470342,239.28792049474504,19880.040434703416,1.4500195425568885,9.5,1.4502429095648912,1.45046627959129,2.90093255918258,0.0002233670043698066,35785.35926585976,-40942.55698197951,10047.976358474489
591,INSAT 4B ,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,93.48,35760,35811,0.000605,0.04,1436.08,3028.0,1335.0,,2007-03-11,,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA,2007-007A,30793,Television and telecommunications services; 12 Ku-band and 12 C-band transponders Indian sub-continent.,2007,3,11,(Indian National Satellite),1.6315337847642992,42182,42131,84313,42156.5,51,84312.98457533098,42156.49228766549,7.294105571808137e-05,86140.58633130047,86164.79999999999,22367.838917361023,239.27940647583463,22367.838917361023,1.6315337847642992,25.5,1.6321376469971014,1.632741497958827,3.265482995917654,0.0006038621598153396,35787.06350994713,-41833.387400086765,-5209.431922451114
592,INSAT 4CR ,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,73.97,37782,37791,0.000102,0.03,1436.11,2130.0,,3000.0,2007-09-02,12.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV F04,2007-037A,32050,12 high-power Ku-band transponders designed to provide Direct-to-home (DTH) television services Video Picture Transmission (VPT) and Digital Satellite News Gathering (DSNG).,2007,9,2,(Indian National Satellite),1.2910200477002056,44162,44153,88315,44157.5,9,88314.99954141426,44157.49977070713,6.803966218417952e-05,92345.92156221115,86166.59999999999,18974.521716546555,256.5164487839199,18974.521716546555,1.2910200477002058,4.5,1.291118084420103,1.2912161225199217,2.5824322450398434,9.803671962193755e-05,37785.25666903828,-37432.34771083007,23424.434793759625
594,Intelsat 10 ,USA,USA,PanAmSat (Intelsat Ltd.),Commercial,Communications,,GEO,,68.52,35776,35796,0.00023700000000000001,0.04,1436.08,3739.0,,9600.0,2001-05-14,15.0,Boeing Satellite Systems,USA,Baikonur Cosmodrome,Proton,2001-019A,26766,Direct-to-home video channels; 24 C-band 24 Ku-band; Asia Africa Middle East Europe.,2001,5,14,(PAS-10),1.1958996034665146,42167,42147,84314,42157.0,20,84313.99762791466,42156.99881395733,7.293975805388373e-05,86142.11885016024,86164.79999999999,16395.716621147167,239.28366347266734,16395.716621147167,1.1958996034665144,10.0,1.196120161877727,1.1963407298512787,2.3926814597025574,0.0002205584084662234,35782.343505463905,-30877.077119016387,28702.24226836249
595,Intelsat 10-02 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,359.05,35783,35789,7.120000000000001e-05,0.02,1436.08,5576.0,,11000.0,2004-06-16,13.0,EADS Astrium,UK/France/Germany/Spain,Baikonur Cosmodrome,Proton,2004-022A,28358,Television data and other telecommunication services to Europe Africa and the Middle East; 36 Ku-band 70 C-band transponders.,2004,6,16,(Thor 4),6.26660467928564,42160,42154,84314,42157.0,6,84313.99978651233,42156.999893256165,7.293975805388373e-05,86142.11885016024,86164.79999999999,85914.79936986121,239.28366347266734,85914.79936986121,6.266604679285639,3.0,6.2666034987149795,0.016582989077290066,0.03316597815458013,1.1805706630319418e-06,35782.9988342421,42133.816152426996,1397.9218231309053
596,Intelsat 11 ,USA,USA,PanAmSat (Intelsat Ltd.),Commercial,Communications,,GEO,,316.94,35778,35795,0.000202,0.03,1436.1,2491.0,,,2007-10-05,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2007-044B,32253,25 C-band 18 Ku-band transponders services to Latin America.,2007,10,5,(PAS 11),5.531646531270828,42166,42149,84315,42157.5,17,84314.99828618868,42157.49914309434,7.293846042816265e-05,86143.65137810822,86166.0,75839.9135216045,239.28792049474504,75839.9135216045,5.531646531270827,8.5,5.531508592613313,0.7518146634022242,1.5036293268044485,0.00013793865814132656,35780.27881455038,2829.4642048958513,42062.44009373056
597,Intelsat 12 ,United Kingdom,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,45.04,35776,35796,0.00023700000000000001,0.0,1436.09,4167.0,1729.0,12000.0,2000-10-29,18.0,Alcatel Space Industries,France,Guiana Space Center,Ariane 44LP,2000-068A,26590,30 Ku-band; highest powered Ku-band cross connection between South East Asia and Europe.,2000,10,29,(Europe*Star 1 Europe*Star FM1 IS-12 PAS-12),0.786096295098246,42167,42147,84314,42157.0,20,84313.99762791466,42156.99881395733,7.293975805388373e-05,86142.11885016024,86165.4,10777.336202808938,239.28366347266734,10777.336202808938,0.786096295098246,10.0,0.7862640244496324,0.7864317678440268,1.5728635356880536,0.00016772935216500815,35778.941268191265,-87.14726324029019,42156.908738129
598,Intelsat 14 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,315.0,35771,35800,0.000344,0.02,1436.05,5613.0,2517.0,,2009-11-23,16.0,Space Systems/Loral,USA,Cape Canaveral,Atlas,2009-064A,36097,62 transponders North and South America Africa and Europe; will also carry an experiment for the US Department of Defense. Internet Routing in Space or IRIS is a technology demonstration project which will allow the satellite to perform IP routing rather than requiring a ground station to do so.,2009,11,23,(IS-14),5.497787143782138,42171,42142,84313,42156.5,29,84312.99501263136,42156.49750631568,7.294105571808137e-05,86140.58633130047,86163.0,75373.01303988791,239.27940647583463,75373.01303988791,5.497787143782138,14.5,5.497543839867014,0.7858848008140898,1.5717696016281797,0.0002433039175186097,35775.2481486509,-41.02985403161384,42156.47753965312
599,Intelsat 15 ,USA,USA,Intelsat Ltd./Sky Perfect JSAT Corp.,Commercial,Communications,,GEO,,85.0,35776,35798,0.000261,0.05,1436.12,2550.0,,4600.0,2009-11-30,17.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit 3SLB,2009-067A,36106,Will replace Intelsat 709; 22 Ku-band transponders; Data and video for customers in Russisa the Middle East and Indian ocean area. Five transponders are directly owned by Sky Perfect JSAT Corp.,2009,11,30,(IS-15 JCSat 85),1.4835298641951802,42169,42147,84316,42158.0,22,84315.99712984482,42157.99856492241,7.293716284091653e-05,86145.18391514434,86167.2,20339.835091075747,239.2921775420676,20339.835091075747,1.48352986419518,11.0,1.4837898769260602,1.4840498925996979,2.9680997851993958,0.0002600127250877251,35786.043854746924,-41525.11669713604,7277.475089861589
600,Intelsat 16 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,301.88,35783,35791,9.49e-05,0.07,1436.19,2450.0,,4500.0,2010-02-12,15.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton M,2010-006A,36397,24 Ku-band transponders; direct-to-home to customers in Mexico and Brazil.,2010,2,12,(IS-16),5.268799945920482,42162,42154,84316,42158.0,8,84315.99962047536,42157.99981023768,7.293716284091653e-05,86145.18391514434,86171.40000000001,72237.52255639937,239.2921775420676,72237.52255639937,5.268799945920482,4.0,5.2687193569678294,1.0145465411836607,2.0290930823673214,8.058895257918125e-05,35784.88728651923,-18651.59578786281,37807.60407243447
601,Intelsat 17 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,66.0,35770,35804,0.00040300000000000004,0.03,1436.12,5540.0,2393.0,,2010-11-26,16.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2010-065B,37238,24 C-band 25 Ku-band transponders serving Europe the Middle East Africa Russia and Asia.,2010,11,26,(IS-17),1.1519173063162575,42175,42141,84316,42158.0,34,84315.99314483581,42157.996572417906,7.293716284091653e-05,86145.18391514434,86167.2,15793.283717776463,239.2921775420676,15793.283717776461,1.1519173063162573,17.0,1.1522855254922846,1.152653774809949,2.305307549619898,0.0003682191643268017,35780.09539256936,-28255.323864333033,31287.912652343894
602,Intelsat 18 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,180.0,35775,35797,0.000261,0.01,1436.09,3200.0,,,2011-10-05,15.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Zenit,2011-056A,37834,24 C-band 12 Ku-band; Asia Pacific Region,2011,10,5,(IS-18),3.141592653589793,42168,42146,84314,42157.0,22,84313.99712977673,42156.99856488837,7.293975805388373e-05,86142.11885016024,86165.4,43071.05942508012,239.28366347266734,43071.05942508012,3.1415926535897927,11.0,3.1415926535897927,3.141592653589793,6.283185307179586,3.1971626052145526e-20,35797.002977000004,42157.0,-1.032548667083002e-11
603,Intelsat 19 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,166.0,35768,35801,0.000391,0.13,1436.01,5600.0,,15000.0,2012-06-01,15.0,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit,2012-030A,38356,Replacement for Intelsat 8. Damage to a solar panel; reduced power.,2012,6,1,(IS-19),2.897246558310587,42172,42139,84311,42155.5,33,84310.99354176773,42155.49677088387,7.29436511619127e-05,86137.5213208457,86160.6,39718.96816461218,239.27089255790472,39718.96816461218,2.897246558310587,16.5,2.8973411138987353,2.8974356515564663,5.794871303112933,9.455559467145882e-05,35800.49356785588,37228.579205234426,-19776.72901897728
604,Intelsat 1R ,USA,USA,PanAmSat (Intelsat Ltd.),Commercial,Communications,,GEO,,315.04,35785,35788,3.5600000000000005e-05,0.06,1436.11,4793.0,3000.0,15000.0,2000-11-15,15.0,Boeing Satellite Systems,USA,Guiana Space Center,Ariane 5,2000-072A,26608,36 C-band 36 Ku-band; direct-to-home (DTH) digital video and Internet services; Americas Caribbean Europe Africa; will be replaced by Intelsat 14.,2000,11,15,(IS-1R PAS-1R PanAmSat 1R),5.4984852754829365,42159,42156,84315,42157.5,3,84314.99994662871,42157.499973314356,7.293846042816265e-05,86143.65137810822,86166.59999999999,75385.2664726645,239.28792049474504,75385.26647266449,5.498485275482936,1.5,5.498460119428033,0.7847503441232977,1.5695006882465954,2.5156054904892693e-05,35785.43805525093,54.6208668181869,42157.46458885913
605,Intelsat 20 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,68.5,35780,35790,0.00011899999999999999,0.02,1436.03,6094.0,2989.0,19300.0,2012-08-02,18.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2012-043A,38740,Replacement for Intelsat 7 and Intelsat 10. C-band and Ku-band for DTH television cellularbackhaul and VSAT services.,2012,8,2,(IS-20),1.1955505376161157,42161,42151,84312,42156.0,10,84311.9994069646,42155.9997034823,7.294235342075716e-05,86139.05382152893,86161.8,16390.34774104092,239.27514950424703,16390.34774104092,1.1955505376161155,5.0,1.1956612621358054,1.1957719890690193,2.3915439781380385,0.00011072451934264062,35783.16193995794,-30843.677222636838,28736.66472938004
606,Intelsat 21 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,302.0,35774,35811,0.000439,0.06,1436.39,5984.0,3600.0,,2012-08-19,15.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2012-045A,38749,Will replace Intelsat 9 - Meet needs of key customers SKY Mexico Turner DiscoveryFox Telespazio etc.,2012,8,19,(IS-21),5.270894341022875,42182,42145,84327,42163.5,37,84326.99188278923,42163.49594139461,7.292289192009983e-05,86162.04242234313,86183.40000000001,72280.38003207675,239.33900672873094,72280.38003207675,5.270894341022875,18.5,5.270521961280266,1.0130357689231693,2.0260715378463385,0.0003723797354652836,35782.697158848045,-18539.691862570824,37868.7243224942
607,Intelsat 22,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,72.0,35781,35792,0.00013000000000000002,0.03,1436.11,6199.0,,,2012-03-25,18.0,Boeing Space & Intelligence Systems,USA,Baikonur Cosmodrome,Proton,2012-011A,38098,Provide C-band and Ku-band communications services over Africa Asia Europe and the Middle East. Intelsat 22 also carries a hosted UHF payload for the Australian Defence Force.,2012,3,25,,1.2566370614359172,42163,42152,84315,42157.5,11,84314.9992824527,42157.49964122635,7.293846042816265e-05,86143.65137810822,86166.59999999999,17228.730275621645,239.28792049474504,17228.73027562164,1.2566370614359168,5.5,1.25676070375002,1.2568843485461403,2.5137686970922806,0.00012364231357294594,35784.8070845543,-34118.385098593986,24762.685518278264
608,Intelsat 23,NR,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,307.0,35781,35797,0.00018999999999999998,0.03,1436.21,3200.0,1503.0,,2012-10-14,18.0,Orbital Sciences Corp.,USA,Baikonur Cosmodrome,Proton/M,2012-057A,38867,15 Ku-band 24 C-band. Americas Caribbean Western Europe Africa.,2012,10,14,,5.358160803622591,42168,42152,84320,42160.0,16,84319.99848197342,42159.99924098671,7.293197287664971e-05,86151.31415416906,86172.6,73467.9262370275,239.30920598380294,73467.9262370275,5.3581608036225905,8.0,5.358009045522924,0.9253280284307874,1.8506560568615749,0.0001517580994936062,35784.18019184978,-11645.470558055957,40519.73045769827
609,Intelsat 25 ,NR,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,328.5,35778,35793,0.000178,0.02,1436.1,4100.0,,11000.0,2008-07-07,16.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5 ECA,2008-034A,33153,First satellite of fleet; provides service in Asia. Purchased at auction by Intelsat in October 2009 for $210 million.,2008,7,7,(IS-25 Protostar 1 Chinasat 8),5.733406592801373,42164,42149,84313,42156.5,15,84312.99866568619,42156.499332843094,7.294105571808137e-05,86140.58633130047,86166.0,78603.28502731168,239.27940647583463,78603.28502731168,5.733406592801372,7.5,5.733313573939385,0.5499647591613237,1.0999295183226474,9.301886279034267e-05,35779.10227486603,19124.672854900768,37568.83463417029
610,Intelsat 26 ,Japan,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,50.0,35779,35794,0.000178,0.02,1436.1,3124.0,1841.0,5200.0,1997-02-16,12.0,Boeing Satellite Systems,USA,Cape Canaveral,Atlas 2AS,1997-007A,24732,Backup for JCSAT-3; 12 C-band 12 Ku-band; relay voice data television signals via Ku-band to eastern Asia Australia New Zealand India; via C-band to eastern and southern Asia and Hawaii. Digital TV. Sold to Intelsat in 2010.,1997,2,16,(JCSat R JCSAT-4 Japan Communications Satellite 4),0.8726646259971648,42165,42150,84315,42157.5,15,84314.99866571784,42157.49933285892,7.293846042816265e-05,86143.65137810822,86166.0,11964.396024737254,239.28792049474504,11964.396024737252,0.8726646259971645,7.5,0.8728009975111494,0.872937376825468,1.745874753650936,0.00013637151403190484,35781.67728324552,-7343.219569867193,41513.032628987436
