,name,country_reg,country,owner,users,purpose,description,CLO,TOO,longitude,perigee_km,apogee_km,eccentricity,inclination,period_minutes,launch_mass,dry_mass,power_watts,launch_date,expected_lifetime_years,contractor,contractor_country,launch_site,launch_vehicle,COSPAR,NORAD,comments,launch_year,launch_month,launch_day,nickname,radians,apogeeR,perigeeR,majorA,semimajorA,fDistance,minorA,semiminorA,meanmotion,period_seconds,simple_seconds,T_long,sec_per_longdegree,time_till_longitude,meanAnom,Efromcenter,eccentricAnom,trueAnom,trueAnomadj,flightpath,distanceAt,cartX,cartY
402,Galaxy-25 ,USA,USA,Intelsat Ltd. ,Commercial,Communications,,GEO,,266.90999999999997,35771,35801,0.000356,0.03,1436.08,3515.0,,,1997-05-24,13.0,Space Systems/Loral,USA,Baikonur Cosmodrome,Proton K,1997-026A,24812,24 C-band 28 Ku-band; U.S. southern Canada Mexico Caribbean.,1997,5,24,(G-25 Intelsat 1A-5 Telstar 5),4.658458306498065,42172,42142,84314,42157.0,30,84313.9946628079,42156.99733140395,7.293975805388373e-05,86142.11885016024,86164.79999999999,63867.202617489645,239.28366347266734,63867.20261748963,4.658458306498064,15.0,4.658102830910305,1.625437948408882,3.250875896817764,0.00035547557285118886,35786.81432056563,-41905.513553595716,-4597.88866034727
403,Galaxy-27 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,231.07,35776,35794,0.000213,0.0,1436.06,3790.0,1537.0,,1999-09-25,13.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 44LP,1999-052A,25922,24 C-band 24 Ku-band; voice and video to North and Central America; a 2004 anomaly resulted in loss of half its capacity.,1999,9,25,(G-27 Intelsat IA-7 Telstar 7),4.032932302583297,42165,42147,84312,42156.0,18,84311.9980785653,42155.99903928265,7.294235342075716e-05,86139.05382152893,86163.59999999999,55289.30879594636,239.27514950424703,55289.30879594636,4.032932302583297,9.0,4.032766629024158,2.250584340625147,4.501168681250294,0.00016567355910752495,35790.64343878108,-8838.141758498046,-41219.1158179916
404,Galaxy-28 ,USA,USA,Intelsat Ltd.,Commercial,Communications,,GEO,,271.04,35775,35798,0.000273,0.01,1436.1,5493.0,,16000.0,2005-06-23,13.0,Space Systems/Loral,USA,Sea Launch (Odyssey),Zenit 3SL,2005-022A,28702,28 C-band 36 Ku-band 24 Ka-band; video and data transmissions to all countries in North and South America.,2005,6,23,(G-28 Intelsat IA-8 Telstar 8),4.730540404605431,42169,42146,84315,42157.5,23,84314.99686295434,42157.49843147717,7.293846042816265e-05,86143.65137810822,86166.0,64856.59797089571,239.28792049474504,64856.5979708957,4.7305404046054305,11.5,4.7302674482249065,1.5531908159945178,3.1063816319890356,0.0002729563737477796,35786.29424771983,-42131.36892757873,1484.1018746552636
405,Galaxy-3C,USA,USA,PanAmSat (Intelsat Ltd.)/DirecTV L.A.,Commercial,Communications,,GEO,,264.98,35784,35788,4.74e-05,0.01,1436.11,4860.0,2873.0,18000.0,2002-06-15,15.0,Boeing Satellite Systems,USA,Sea Launch (Odyssey),Zenit 3SL,2002-030A,27445,Direct-to-home broadcast of video and Internet; 24 C-band 16 Ku-band; North America. DirecTV leases transponders for broadcast to Latin America.,2002,6,15,,4.6247734519345745,42159,42155,84314,42157.0,4,84313.9999051166,42156.9999525583,7.293975805388373e-05,86142.11885016024,86166.59999999999,63405.3851469874,239.28366347266734,63405.3851469874,4.6247734519345745,2.0,4.62472623394666,1.6585062911228305,3.317012582245661,4.721798787909645e-05,35786.1749470922,-41510.030815912236,-7357.30864788105
420,Gaofen 4,NR (1/16),China,China Aerospace Science and Technology Corporation (CASTC),Government,Earth Observation,Optical Imaging,GEO,,,35792,35796,4.74e-05,0.6,1436.1,4600.0,,,2015-12-28,8.0,China Aerospace Science and Technology Corporation,China,Xichang Satellite Launch Center,Long March 3B,2015-083A,41194,China's first earth observation satellite in GEO.,2015,12,28,,,42167,42163,84330,42165.0,4,84329.9999051346,42164.9999525673,7.291900065844739e-05,86166.64038787404,86166.0,,239.35177885520565,,,2.0,,,,,,,
423,Garpun-1 ,Russia,Russia,Ministry of Defense,Military,Communications,,GEO,,79.9,35782,35790,9.49e-05,0.09,1436.1,5000.0,,,2011-09-20,,   ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2011-048A,37806,Possible replacement for Potok/Geizer relay communications satellite.,2011,9,20,(Cosmos 2473),1.3945180723434694,42161,42153,84314,42157.0,8,84313.99962046635,42156.999810233174,7.293975805388373e-05,86142.11885016024,86166.0,19118.764711466123,239.28366347266734,19118.764711466123,1.3945180723434691,4.0,1.394611503250154,1.394704934933625,2.78940986986725,9.343090642603417e-05,35785.29877846116,-39569.48781623425,14541.949011637658
424,Garpun-12L ,NR (1/16),Russia,Ministry of Defense,Military,Communications,,GEO,,,35783,35805,0.000261,0.0,1436.1,5000.0,,,2015-12-10,,ISS Reshetnev,Russia,Baikonur Cosmodrome,Proton M,2015-075A,41121,Data relay communications satellite.,2015,12,10,(Cosmos 2513),,42176,42154,84330,42165.0,22,84329.99713032131,42164.998565160655,7.291900065844739e-05,86166.64038787404,86166.0,,239.35177885520565,,,11.0,,,,,,,
425,Garuda-1 ,Indonesia,Indonesia/Philippines/Thailand,Asia Cellular Satellite,Commercial,Communications,,GEO,,123.03,35774,35801,0.00032,1.22,1436.16,4291.0,2500.0,14000.0,2000-02-12,12.0,Lockheed Martin Missiles and Space,USA,Baikonur Cosmodrome,Proton,2000-011A,26089,L-band; mobile telephone communications.,2000,2,12,(Aces 1),2.1472785787286237,42172,42145,84317,42158.5,27,84316.99567702824,42158.49783851412,7.293586529214378e-05,86146.71646126853,86169.6,29440.64035063852,239.29643461463482,29440.64035063852,2.1472785787286237,13.5,2.147546815231287,2.147815028328375,4.29563005665675,0.000268236500312954,35794.856529456025,-17065.715507803645,-38549.97177781834
507,GOES 13 ,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,255.23000000000002,35768,35801,0.000391,0.28,1436.0,3200.0,1533.0,2300.0,2006-05-24,7.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2006-018A,29155,Will supply data critical for fast accurate forecasts and warnings for severe weather including tornadoes winter storms and hurricanes.,2006,5,24,(Geostationary Operational Environmental Satellite GOES-N),4.454603849865127,42172,42139,84311,42155.5,33,84310.99354176773,42155.49677088387,7.29436511619127e-05,86137.5213208457,86160.0,61069.10990755402,239.27089255790472,61069.109907554026,4.454603849865128,16.5,4.454225807359116,1.8293375234414486,3.6586750468828972,0.0003780424898850846,35788.70814184358,-36644.308498750775,-20839.404222924917
508,GOES 14 ,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,270.5,35170,35170,0.0,0.0,1436.0,3200.0,1533.0,2300.0,2009-06-27,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2009-033A,35491,Spare.,2009,6,27,(Geostationary Operational Environmental Satellite GOES-O),4.721115626644662,41541,41541,83082,41541.0,0,83082.0,41541.0,7.456816306976786e-05,84260.96404307129,86160.0,63312.752149029955,234.0582334529758,63312.752149029955,4.721115626644662,0.0,4.721115626644662,1.5620696805349248,3.1241393610698496,0.0,35170.0,-41534.67310449165,724.9904158112097
509,GOES 15 ,USA,USA,NOAA (National Oceanographic and Atmospheric Administration),Government,Earth Observation,Earth Science/Meterology,GEO,,270.57,35786,35788,2.37e-05,0.42,1436.14,3175.0,2180.0,,2010-03-04,10.0,Boeing Satellite Systems,USA,Cape Canaveral,Delta 4,2010-008A,36411,,2010,3,4,(Geostationary Operational Ennvironmental Satellite GOES-P),4.722337357121058,42159,42157,84316,42158.0,2,84315.99997627971,42157.999988139854,7.293716284091653e-05,86145.18391514434,86168.40000000001,64745.28447755724,239.2921775420676,64745.28447755723,4.722337357121057,1.0,4.7223136582882566,1.560895347726913,3.121790695453826,2.3698832795906643e-05,35786.99008397446,-42149.73482432947,834.7563945939835
510,GOES 3 ,USA,USA,University of Miami Rosenstiel School of Marine and Atmospheric Science (RSMAS) (loaned by NOAA),Civil,Communications,,GEO,,258.56,35772,35800,0.000332,14.3,1436.08,627.0,,,1978-06-16,7.0,Ford Aerospace,USA,Cape Canaveral,Delta 2914,1978-062A,10953,Still supplying communications at South Pole; equipment scheduled to be removed in 2006.,1978,6,16,(Geostationary Operational Environmental Satellite GOES-C),4.512723313956538,42171,42143,84314,42157.0,28,84313.99535071268,42156.99767535634,7.293975805388373e-05,86142.11885016024,86164.79999999999,61869.18402749287,239.28366347266734,61869.18402749287,4.5127233139565375,14.0,4.512397931245099,1.7711127479047921,3.5422254958095842,0.00032538270066237164,35788.78047780854,-38818.7713629395,-16441.27759816896
531,GSAT-10,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,83.0,35777,35795,0.000213,0.06,1436.07,3400.0,1493.0,,2012-09-28,15.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5,2012-051B,38779,Also equipped with GAGAN (GPS Aided GEO Augmented Naviation).,2012,9,28,,1.4486232791552935,42166,42148,84314,42157.0,18,84313.99807861088,42156.99903930544,7.293975805388373e-05,86142.11885016024,86164.2,19860.544068231393,239.28366347266734,19860.54406823139,1.4486232791552933,9.0,1.4488346969736126,1.449046117528138,2.898092235056276,0.0002114178152404185,35784.90756570896,-40913.367109250015,10164.105276669663
532,GSAT-12,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,82.94,35761,35811,0.000593,0.09,1436.1,1410.0,559.0,1430.0,2011-07-15,8.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,PSLV C17,2011-034A,37746,C-band expansion at this location. Designed for quick turn-around deployment.,2011,7,15,,1.4475760816040968,42182,42132,84314,42157.0,50,84313.98517446558,42156.99258723279,7.293975805388373e-05,86142.11885016024,86166.0,19846.187048423028,239.28366347266734,19846.187048423028,1.4475760816040966,25.0,1.4481646283660274,1.4487531964076945,2.897506392815389,0.0005885466955293691,35782.94199590361,-40907.405526281735,10188.070749933995
533,GSAT-14,India,India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,74.0,35763,35810,0.000557,0.23,1436.1,1982.0,,,2014-01-05,12.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV,2014-001A,39498,Replacement for GSAT-3.,2014,1,5,,1.2915436464758039,42181,42134,84315,42157.5,47,84314.98690031328,42157.49345015664,7.293846042816265e-05,86143.65137810822,86166.0,17707.306116611137,239.28792049474504,17707.306116611133,1.2915436464758037,23.5,1.2920791514565249,1.2926146974236166,2.585229394847233,0.0005355049358286692,35780.03964711339,-35799.360261526854,22263.433183087072
534,GSAT-15,NR (12/15),India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,93.5,35782,35805,0.000273,0.1,1436.1,3164.0,,,2015-01-10,12.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5,2015-065A,41028,,2015,1,10,,1.631882850614698,42176,42153,84329,42164.5,23,84328.99686347514,42164.49843173757,7.292029770721173e-05,86165.10772360968,86166.0,22378.993255993068,239.34752145447132,22378.993255993068,1.631882850614698,11.5,1.6321553368733428,1.6324278208445033,3.2648556416890067,0.00027248625193885563,35794.205854840584,-41844.586629217454,-5184.17091545955
535,GSAT-16,NR (1/15),India,Indian Space Research Organization (ISRO),Government,Communications,,GEO,,55.0,35776,35798,0.000261,0.18,1436.1,3181.0,,,2014-12-06,15.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA,2014-078A,40332,Replacement for GSAT-3E. 48 transponders - 12 in the C band 12 in the extended C and 24 in the Ku band.,2014,12,6,,0.9599310885968813,42169,42147,84316,42158.0,22,84315.99712984482,42157.99856492241,7.293716284091653e-05,86145.18391514434,86166.0,13161.06976481372,239.2921775420676,13161.069764813717,0.9599310885968811,11.0,0.9601449192916333,0.9603587659862296,1.9207175319724592,0.00021383069388820666,35780.690729429436,-14452.765283380324,39603.21240612209
536,GSAT-2,India,India,Indian Space Research Organization (ISRO),Government,Communications/Technology Development,,GEO,,48.04,35776,35796,0.00023700000000000001,0.04,1436.07,1825.0,,,2003-05-08,5.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV D2,2003-018A,27807,4 C-band 2 Ku-band; mobile satellite service.,2003,5,8,,0.8384561726580759,42167,42147,84314,42157.0,20,84313.99762791466,42156.99881395733,7.293975805388373e-05,86142.11885016024,86164.2,11495.18719322694,239.28366347266734,11495.187193226939,0.8384561726580757,10.0,0.8386324365822195,0.8388087144694875,1.677617428938975,0.0001762639245307547,35779.321071131904,-4494.697832570582,41916.70599570804
537,GSAT-6 ,NR,India,Indian National Satellite (INSAT),Government/Commercial,Communications,,GEO,,83.0,35775,35775,0.0,0.0,1436.1,2110.0,980.0,3100.0,2015-08-27,12.0,Indian Space Research Organization (ISRO),India,Satish Dhawan Space Center,GSLV,2015-041A,40880,,2015,8,27,(Insat 4-E),1.4486232791552935,42146,42146,84292,42146.0,0,84292.0,42146.0,7.296831555714581e-05,86108.40553471254,86166.0,19852.771276058724,239.1900153742015,19852.771276058724,1.4486232791552933,0.0,1.4486232791552933,1.4486232791552933,2.8972465583105866,0.0,35775.0,-40894.083679628144,10196.040211943613
538,GSAT-7,India,India,Indian National Satellite System ,Military,Communications,,GEO,,74.0,35757,35814,0.000676,0.19,1436.0,2650.0,,,2013-08-29,7.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5 ECA,2013-044B,39234,India's first dedicated military satellite.,2013,8,29,,1.2915436464758039,42185,42128,84313,42156.5,57,84312.98073250643,42156.490366253216,7.294105571808137e-05,86140.58633130047,86160.0,17706.676079211764,239.27940647583463,17706.676079211764,1.2915436464758039,28.5,1.2921935804850162,1.2928435748280795,2.585687149656159,0.0006499339289470753,35777.662749259835,-35808.69828272506,22246.51418426814
539,GSAT-8,India,India,Indian Space Research Organization (ISRO),Government,Communications/Navigation,,GEO,,55.0,35782,35796,0.000166,0.09,1436.23,3093.0,1426.0,6250.0,2011-05-20,12.0,Indian Space Research Organization (ISRO),India,Guiana Space Center,Ariane 5,2011-022A,37605,Direct-to-home broadcast  and other domestic needs. Equipped with GAGAN (GPS Aided GEO Augmented Navigation).,2011,5,20,,0.9599310885968813,42167,42153,84320,42160.0,14,84319.9988377609,42159.99941888045,7.293197287664971e-05,86151.31415416906,86173.8,13162.006329109161,239.30920598380294,13162.006329109161,0.9599310885968811,7.0,0.9600670807845508,0.9602030794448999,1.9204061588897998,0.00013599218744768697,35784.986570560264,-14441.118270745383,39609.59050330361
540,GSSAP 1 ,USA,USA,Air Force Satellite Control Network,Military,Space Observation,Imaging,GEO,,,35749,35757,9.499999999999999e-05,0.03,1434.0,,600.0,,2014-07-28,,Orbital Sciences Corp.,USA,Cape Canaveral,Delta 4M,2014-043A,40099,Space surveillance of satellites in GEO.,2014,7,28,(Geosynchronous Space Situational Awareness Program USA 253),,42128,42120,84248,42124.0,8,84247.99962016902,42123.99981008451,7.302548649972397e-05,86040.99210216608,86040.0,,239.00275583935024,,,4.0,,,,,,,
541,GSSAP 2 ,USA,USA,Air Force Satellite Control Network,Military,Space Observation,Imaging,GEO,,,35800,35900,0.00118,0.03,,,600.0,,2014-07-28,,Orbital Sciences Corp.,USA,Cape Canaveral,Delta 4M,2014-043B,40100,Space surveillance of satellites in GEO.,2014,7,28,(Geosynchronous Space Situational Awareness Program USA 254),,42271,42171,84442,42221.0,100,84441.94078773889,42220.970393869444,7.277397414175542e-05,86338.3562774881,,,239.82876743746695,,,50.0,,,,,,,
545,HellasSat 2 ,Greece,Greece,Hellas-Sat Consortium Ltd.,Commercial,Communications,,GEO,,39.06,35769,35803,0.00040300000000000004,0.01,1436.08,3300.0,,7600.0,2003-05-12,15.0,Astrium,France UK Germany,Cape Canaveral,Atlas 5,2003-020A,27811,30 Ku-band; television broadcasting services for the 2004 Summer Olympic Games in Athens.,2003,5,12,(Intelsat K-TV NSS K-TV),0.6817256058289851,42174,42140,84314,42157.0,34,84313.99314467321,42156.996572336604,7.293975805388373e-05,86142.11885016024,86164.79999999999,9346.419895242387,239.28366347266734,9346.419895242387,0.681725605828985,17.0,0.6819796292691201,0.6822336924530568,1.3644673849061135,0.0002540234471049877,35772.810780085485,8636.624277425008,41262.829437887485
547,Himawari 8,Japan,Japan,Japan Meteorological Agency/Meteorological Satellite Center (MSC),Government,Earth Observation,Meteorology,GEO,,140.0,35774,35797,0.000273,0.08,1436.06,3500.0,1300.0,2600.0,2014-10-07,8.0,Mitsubishi Electric,Japan,Tanegashima Space Center,H-2A,2014-060A,40267,Equipped with highly improved Advanced Himawari Imagers (AHIs).,2014,10,7,,2.443460952792061,42168,42145,84313,42156.5,23,84312.99686287993,42156.49843143996,7.294105571808137e-05,86140.58633130047,86163.59999999999,33499.11690661685,239.27940647583463,33499.11690661685,2.4434609527920617,11.5,2.443636397118811,2.4438118230995487,4.887623646199097,0.00017544432878626077,35794.31749219337,7349.531094079404,-41510.899252085444
550,Hispasat 1C ,Spain,Spain,Hispasat,Commercial/Gov/Mil,Communications,,GEO,,330.07,35764,35808,0.000522,0.03,1436.08,3112.0,1304.0,6000.0,2000-02-04,15.0,Alcatel Space Industries,France,Cape Canaveral,Atlas 2AS,2000-007A,26071,Third of Spain's communications satellites with government commercial and military application; X-band heavily used; 24 transponders in Ku-band.,2000,2,4,,5.760808262057683,42179,42135,84314,42157.0,44,84313.98851910637,42156.99425955318,7.293975805388373e-05,86142.11885016024,86164.79999999999,78980.35880242332,239.28366347266734,78980.3588024233,5.760808262057682,22.0,5.760547696678684,0.5228982348296028,1.0457964696592057,0.0002605653997585886,35766.93171792878,21129.63142642003,36479.459458322424
551,Hispasat 1D ,Spain,Spain,Hispasat,Commercial/Gov/Mil,Communications,,GEO,,330.05,35764,35809,0.000534,0.02,1436.11,3288.0,1382.0,6200.0,2002-09-18,15.0,Aerospatiale (Alcatel Space Industries),France,Cape Canaveral,Atlas 2AS,2002-044A,27528,Fourth of Spain's communications satellites with government commercial and military application; X-band heavily used; 28 Ku-band transponders.,2002,9,18,,5.760459196207285,42180,42135,84315,42157.5,45,84314.98799145974,42157.49399572987,7.293846042816265e-05,86143.65137810822,86166.59999999999,78976.97815929062,239.28792049474504,78976.97815929061,5.760459196207284,22.5,5.760192476470598,0.523259612162747,1.046519224325494,0.00026671975890525874,35766.99712820944,21103.510500456705,36495.15408129038
552,Hispasat 1E,NR,Spain,Hispasat,Commercial,Communications,,GEO,,330.0,35782,35786,4.74e-05,0.07,1435.95,5320.0,2175.0,14000.0,2010-12-29,15.0,Space Systems/Loral,USA,Guiana Space Center,Ariane 5,2010-070A,37264,63 Ku-band transponders and a Ka-band capability.,2010,12,29,,5.759586531581287,42157,42153,84310,42155.0,4,84309.99990511208,42154.99995255604,7.294494894154959e-05,86135.98882925081,86157.0,78957.98976014658,239.26663563680782,78957.98976014658,5.759586531581288,2.0,5.759562830608372,0.5236461780305967,1.0472923560611933,2.370097293108654e-05,35782.26957761701,21074.038835565054,36509.298940910485
559,Horizons 2,USA,USA/Japan,Horizons 2 Satellite LLC (Intelsat Sky Perfect JSAT Corporation),Commercial,Communications,,GEO,,85.0,35777,35796,0.000225,0.0,1436.1,2300.0,,4700.0,2007-12-21,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5,2007-063B,32388,Joint venture between Intelsat and JSAT; 20 Ku-band transponders services to the US Canada and Japan.,2007,12,21,,1.4835298641951802,42167,42148,84315,42157.5,19,84314.99785921838,42157.49892960919,7.293846042816265e-05,86143.65137810822,86166.0,20339.473242053333,239.28792049474504,20339.47324205333,1.4835298641951797,9.5,1.4837540123978061,1.4839781627888684,2.967956325577737,0.00022414819891537264,35785.6754077233,-41523.57976444904,7283.345872720551
563,HYLAS 1 ,United Kingdom,United Kingdom,Avanti Communications PLC,Commercial,Communications,,GEO,,326.5,35770,35803,0.000391,0.01,1436.07,2242.0,,,2010-11-26,15.0,EADS Astrium,France,Guiana Space Center,Ariane 5,2010-065A,37237,Stated goal of providing broadband internet access to people in the areas hardest to reach by terrestrial connectivity means,2010,11,26,(Highly Adaptable Satellite),5.698500007761486,42174,42141,84315,42157.5,33,84314.99354207411,42157.496771037055,7.293846042816265e-05,86143.65137810822,86164.2,78127.50604153426,239.28792049474504,78127.50604153426,5.698500007761485,16.5,5.698284130013428,0.585117090110709,1.170234180221418,0.00021587775617690528,35772.75653861056,16438.729113594683,38820.39104034761
564,HYLAS 2 ,United Kingdom,United Kingdom,Avanti Communications PLC,Commercial,Communications,,GEO,,33.5,35775,35799,0.000285,0.06,1436.14,3311.0,1532.0,,2012-08-02,15.0,Orbital Sciences Corp.,USA,Guiana Space Center,Ariane 5 ECA,2012-043B,38741,24 fixed beams and one steerable beam pioneering Ka-band technology. High speed data capacity across southern and Eastern Africa the Middle East and the Caucasus.,2012,8,2,(Highly Adaptable Satellite),0.5846852994181004,42170,42146,84316,42158.0,24,84315.99658427812,42157.99829213906,7.293716284091653e-05,86145.18391514434,86168.40000000001,8016.287947659265,239.2921775420676,8016.287947659265,0.5846852994181004,12.0,0.5848426388518044,0.5849999969831511,1.1699999939663022,0.00015733943684838032,35776.98188035796,16448.01494127644,38817.00202760368
576,INMARSAT 3 F1 ,NR,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,64.56,35764,35808,0.000522,0.08,1436.08,2064.0,860.0,,1996-04-03,13.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas 2A,1996-020A,23839,Broadcasting business services mobile communications; leased traffic; demand-assigned L-band transponders; Indian Ocean region.,1996,4,3,,1.1267845650875392,42179,42135,84314,42157.0,44,84313.98851910637,42156.99425955318,7.293975805388373e-05,86142.11885016024,86164.79999999999,15448.153313795407,239.28366347266734,15448.153313795405,1.126784565087539,22.0,1.1272560554047586,1.1277275985083868,2.2554551970167735,0.00047149029411928765,35776.5563680793,-26660.45766827661,32656.275897435396
577,INMARSAT 3 F2 ,NR,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,344.48,35763,35809,0.000546,0.08,1436.1,2070.0,860.0,,1996-09-06,13.0,Lockheed Martin Commercial Space Systems,USA,Baikonur Cosmodrome,Proton,1996-053A,24307,Broadcasting business services mobile communications; demand assigned L-band transponders; Atlantic Ocean region.,1996,9,6,,6.012310207270067,42180,42134,84314,42157.0,46,84313.98745166782,42156.99372583391,7.293975805388373e-05,86142.11885016024,86166.0,82428.43639306446,239.28366347266734,82428.43639306445,6.012310207270065,23.0,6.012164034567154,0.2711674837830681,0.5423349675661362,0.00014617272209749106,35763.82247115783,36107.717263691506,21758.79734913947
578,INMARSAT 3 F3 ,NR,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,178.2,35761,35810,0.0005809999999999999,0.09,1436.07,2074.0,860.0,,1996-12-18,13.0,Lockheed Martin Commercial Space Systems,USA,Cape Canaveral,Atlas,1996-070A,24674,Broadcasting business services mobile communications; demand assigned L-band transponders; Pacific Ocean region.,1996,12,18,,3.110176727053895,42181,42132,84313,42156.5,49,84312.98576138791,42156.49288069396,7.294105571808137e-05,86140.58633130047,86164.2,42639.59023399373,239.27940647583463,42639.59023399373,3.110176727053895,24.5,3.110194966113255,3.110213199879853,6.220426399759706,1.823906243317188e-05,35809.98085474729,42073.50675427101,-2643.9590176893817
579,INMARSAT 3 F4 ,NR,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,234.61,35609,35642,0.000393,0.06,1427.91,2066.0,860.0,,1997-06-03,13.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,1997-027A,24819,Broadcasting business services mobile communications; demand assigned L-band transponders; Atlantic Ocean region-West.,1997,6,3,,4.094716958103897,42013,41980,83993,41996.5,33,83992.99351731667,41996.49675865834,7.335829326004077e-05,85650.64736316758,85674.6,55818.05104964652,237.9184648976877,55818.051049646514,4.094716958103896,16.5,4.094396646054855,2.18910893670292,4.37821787340584,0.00032031204638781753,35635.06277934952,-13774.274208210441,-39673.355533964044
580,INMARSAT 3 F5 ,NR,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,25.07,35769,35803,0.00040300000000000004,0.04,1436.07,2000.0,895.0,2800.0,1998-02-04,13.0,Lockheed Martin Commercial Space Systems,USA,Guiana Space Center,Ariane 44L,1998-006B,25153,Broadcasting business services mobile communications; demand assigned L-band transponders; back-up and leased-capacity.,1998,2,4,,0.43755404347497845,42174,42140,84314,42157.0,34,84313.99314467321,42156.996572336604,7.293975805388373e-05,86142.11885016024,86164.2,5998.841443259771,239.28366347266734,5998.84144325977,0.43755404347497834,17.0,0.43772486709094405,0.4378957218923261,0.8757914437846522,0.000170823625684003,35770.612504828074,26996.887080199675,32378.70544813923
581,INMARSAT 4 F1,United Kingdom,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,63.96,35772,35799,0.00032,2.3,1436.08,5959.0,,13000.0,2005-03-11,15.0,EADS Astrium,France/UK/Germany,Cape Canaveral,Atlas 5,2005-009A,28628,Nearly the size of a double-decker bus; more than 600 channels.,2005,3,11,,1.1163125895755732,42170,42143,84313,42156.5,27,84312.99567682315,42156.497838411575,7.294105571808137e-05,86140.58633130047,86164.79999999999,15304.310838194384,239.27940647583463,15304.310838194384,1.1163125895755732,13.5,1.116600146063052,1.116887722731451,2.233775445462902,0.00028755648238783466,35779.58136051488,-25945.960231289566,33226.157266718474
582,INMARSAT 4 F2,United Kingdom,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,307.24,35773,35800,0.00032,2.33,1436.11,5458.0,,13000.0,2005-11-08,15.0,EADS Astrium,France/UK/Germany,Sea Launch (Odyssey),Zenit 3SL,2005-044A,28899,Nearly the size of a double-decker bus; more than 600 channels.,2005,11,8,,5.362349593827378,42171,42144,84315,42157.5,27,84314.9956769257,42157.49783846285,7.293846042816265e-05,86143.65137810822,86166.59999999999,73518.82069280549,239.28792049474504,73518.82069280547,5.3623495938273775,13.5,5.362094790041797,0.9213453455856878,1.8426906911713756,0.00025480378484133575,35778.33895311923,-11321.678669288503,40608.79497416463
583,INMARSAT 4 F3,United Kingdom,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,262.35,35775,35798,0.000273,3.01,1436.1,5960.0,,13000.0,2008-08-18,15.0,EADS Astrium,France/UK/Germany,Baikonur Cosmodrome,Proton M,2008-039A,33278,200 spot-beams to relay messages from mobile phones based on land sea or air.,2008,8,18,,4.578871292607124,42169,42146,84315,42157.5,23,84314.99686295434,42157.49843147717,7.293846042816265e-05,86143.65137810822,86166.0,62777.18594179637,239.28792049474504,62777.185941796364,4.578871292607123,11.5,4.578600732208832,1.7048551304363497,3.4097102608726995,0.0002705603918681972,35788.03517926082,-40651.26656542157,-11168.228310507231
584,INMARSAT 5 F1,United Kingdom,United Kingdom,INMARSAT Ltd.,Commercial,Communications,,GEO,,60.3,35784,35790,7.120000000000001e-05,0.06,1436.13,6070.0,3750.0,13000.0,2013-12-08,15.0,Boeing,USA,Baikonur Cosmodrome,Proton M,2013-073A,39476,Support for the Broadband Global Area Network (B-GAN) for internet and intranet use video on demand video-conferencing fax e-mail telephone and high-speed LAN access.,2013,12,8,,1.0524335389525807,42161,42155,84316,42158.0,6,84315.9997865174,42157.9998932587,7.293716284091653e-05,86145.18391514434,86167.8,14429.318305786677,239.2921775420676,14429.318305786675,1.0524335389525805,3.0,1.0524953876982255,1.0525572375346202,2.1051144750692403,6.184874560461248e-05,35785.51296794886,-21469.14468943786,36281.85198743364
